"screenName","universal"
"021mirita",0.413569897933165
"0341bordesmirna",0.0562449121005188
"1070mirez",0.515643330531229
"10Juanf",0.0562449121005188
"11alejala",0.138026189602166
"1983_rivero",0.1701324265303
"1eb9fbebeffa481",0.0607801135208407
"1solmartinez",0.0825396626774012
"2271victorhugo5",0.138026189602166
"272_5241",0.158817464242006
"27octoberiano",0.148120708329673
"287cc21b88a8410",0.413569897933165
"2JmanuRosales",0.0411067402195677
"2Reis",0.052029365506959
"2_franklim",0.111167191085188
"3000rosana",0.148120708329673
"31Imposible",0.884865340618437
"3_cr",0.0444788321741982
"3dgaR6A",0.0765131067279284
"57fa7714d4c240d",0.0411067402195677
"7220gy",0.635706839522915
"87Negra27",0.0276140429422608
"88f1a08cfc7a4d3",0.0889951559667924
"9ecb17bd6cfa466",0.052029365506959
"AALau2011",0.111167191085188
"AChaldain",0.119569866519679
"ADNMAGNO",0.194667737284505
"ADROGUEOK",0.474488541290675
"AESTIVIC",0.0656555619800429
"AMADURODALEDURO",0.119569866519679
"ANAGOROSITO4",0.318418856131781
"APMPAU",0.103285734671236
"AbelEsteban",0.0825396626774012
"AbocaVioleta",0.111167191085188
"AcademicaUBA",0.0656555619800429
"Acapafranz",0.194667737284505
"ActivaFM955",0.0607801135208407
"AdAbsurdumBlog",0.0765131067279284
"Adeleache",0.0825396626774012
"Adolfoferrero",0.0825396626774012
"AdrianMarsili",0.128515833759837
"Adrian_R_10",0.0299138233514213
"AdrianaGhibaudi",0.556587037349653
"Adrihappy83",0.0708925733007609
"AfavitaCordoba",0.1701324265303
"Agneciado",0.0444788321741982
"Agnesflowerz",0.0607801135208407
"AguBordignon",0.103285734671236
"AguanteFPLV",0.0379801364663761
"AgusDimmer",0.0562449121005188
"AgusSarzar",0.0323987547370742
"Agusalado",0.0562449121005188
"AgussTiinaG",0.515643330531229
"Aguss_Mastra",0.0708925733007609
"AgusstinQuiroga",0.79905844100477
"AgustinMacri_",0.0444788321741982
"AgustinaMariano",0.0379801364663761
"Aguusfloores98",0.672938751801702
"Aguusmorales1",0.0299138233514213
"Aguustiniocca",0.182079031309288
"Aidadebarros",0.194667737284505
"AiluSacco",0.052029365506959
"AjabAlva",0.194667737284505
"Akainikbel",0.53617614776787
"AlanIronLion",0.0765131067279284
"AlbornJuan",0.207905573288023
"AleMackinlayII",0.0889951559667924
"AleMiselli",0.0607801135208407
"AleSemberg",0.374266788182162
"Ale_Alcaide789",0.128515833759837
"AlejandrAlcalde",0.0959027621411744
"AlejoGustavo",0.0825396626774012
"Aleolivalepuman",0.0444788321741982
"AlexCampbellOK",0.236336911395384
"Alfobailone",0.0411067402195677
"Aliblue02",0.111167191085188
"Alicia04216",0.111167191085188
"AliciaAco",0.0481136657077545
"AliciaEscPO",0.0607801135208407
"Alicinchi",0.119569866519679
"Alicrazy22Maria",0.300816711527256
"AlmaFuerte40",0.052029365506959
"AlvaroApud",0.0708925733007609
"AmancioSegovia",0.0323987547370742
"Ambito1comercio",0.900613629858979
"AmelAsmae",0.756452464665557
"Amontanafm",0.283782475135694
"AmoxTodo",0.0379801364663761
"AnaFelicevich",0.0656555619800429
"AnaMaraDonato",0.148120708329673
"AnaRosa3011",0.194667737284505
"AnaScottChagall",0.336555195487199
"AnabeLettieri",0.0607801135208407
"Anabelruth2012",0.300816711527256
"AnahiTRodri",0.0562449121005188
"AnaliaRamis",0.0825396626774012
"Andre9902",0.393746460000491
"AndreaFer0223",0.148120708329673
"Andrea_Gentil",0.0656555619800429
"AndresAcciarri",0.0444788321741982
"AndresRuffo",0.119569866519679
"Andres_Castro22",0.0607801135208407
"Aneta",0.0656555619800429
"AngelBulos",0.596776171128277
"Angelic20042503",0.236336911395384
"AngelinoPitt",0.0889951559667924
"AnitaG_34",0.283782475135694
"AnnaIrmaBattino",0.0379801364663761
"Anna_Tessitore",0.148120708329673
"AntoQuintanaaaa",0.0254864249403189
"AntonelaCasas",0.0825396626774012
"AntooJungengel",0.0299138233514213
"Anxrchy_",0.0562449121005188
"AnyelitaParedes",0.0656555619800429
"Anyeluna",0.576808656254886
"AnyttaRamos",0.0276140429422608
"Anyulina63",0.221795687690215
"Apple_Marttini",0.374266788182162
"AracenaDiego",0.79905844100477
"ArandaCMariel",0.138026189602166
"Arelis_Morales",0.267344003063405
"ArellanoCarlos",0.0444788321741982
"ArgClauordonez",0.0481136657077545
"ArgieLAX",0.0708925733007609
"AriasVenezuela",0.708112626761362
"Ariel67862723",0.433677433532932
"AriellDuartee",0.0562449121005188
"Arielraman",0.0607801135208407
"AristarcoDSamos",0.0411067402195677
"Arlexlimongi",0.433677433532932
"Artex55",0.635706839522915
"AryaStark_VE",0.355186217086113
"AstolfoClaudio",0.355186217086113
"Atenas2009",0.318418856131781
"Atenea2",0.318418856131781
"AticoCuisineLou",0.708112626761362
"AugustoBalassi",0.119569866519679
"Aurabellag",0.1701324265303
"Aurimorales",0.138026189602166
"AveFenix032",0.128515833759837
"AyeAltamiranda",0.0656555619800429
"B3AR_301",0.0411067402195677
"BERNARDOMOLES3",0.393746460000491
"BMP62",0.0562449121005188
"BMassiel",0.433677433532932
"BMiccaa",0.0411067402195677
"Bachir_c",0.495057564008046
"BaetckeRudolf",0.0444788321741982
"BaezaSemar",0.267344003063405
"BansiBrp",0.0299138233514213
"BarackusObama",0.0444788321741982
"BarbieNarvaez",0.0299138233514213
"BarriteBermude",0.635706839522915
"BarutaABP",0.53617614776787
"BautiSeco",0.0379801364663761
"BeCougnet",0.0562449121005188
"BeLuWaChiTuRRi",0.576808656254886
"Beadiosdado",0.138026189602166
"BeatrizIribarne",0.236336911395384
"Beisbol007",0.690801916006448
"Belenastegiano",0.0323987547370742
"BellaniMatias",0.0254864249403189
"BellyBellyNice",0.0379801364663761
"BelnEscalante2",0.148120708329673
"BergeseMartin",0.0889951559667924
"BernieVoloj",0.0379801364663761
"Bertohur",0.119569866519679
"Bettyboodos",0.495057564008046
"BetzaidaBenedet",0.300816711527256
"Bia_Con",0.65455964610715
"BienKyTHCFREE",0.0765131067279284
"BlancaSi",0.182079031309288
"BlasproMartin",0.25152334764543
"BoloSebastian",0.138026189602166
"Boocademivida",0.0481136657077545
"BottaNicos",0.103285734671236
"BouVirginia",0.194667737284505
"BrancaNie",0.0444788321741982
"BrendaBrecher",0.128515833759837
"Brenda_Lydon",0.1701324265303
"Brianriver95",0.0765131067279284
"Brumarro",0.0889951559667924
"BrunoNP_",0.0444788321741982
"ByteDevils",0.515643330531229
"CABAMasUnido",0.194667737284505
"CANDELA2010",0.128515833759837
"CCARIComuna5",0.236336911395384
"CCARIPrensa",0.433677433532932
"CGTCREEstatal",0.128515833759837
"CHARLIE_DIABLAS",0.0562449121005188
"CHPOP",0.374266788182162
"CLAUDIOSIVORI",0.0959027621411744
"CLeBihan1",0.0481136657077545
"C_Faquetti",0.221795687690215
"Caami_Manrique",0.283782475135694
"Cabeza1978Hc",0.0708925733007609
"Cabimenses",0.119569866519679
"CafeConmigo",0.0656555619800429
"Cain_Supremo",0.318418856131781
"Calde56Rafa",0.267344003063405
"CamiMorales953",0.0562449121005188
"CamiRocha_Ax",0.0350826433931558
"CamilaGauto5",0.926458400140048
"Camipandiani",0.138026189602166
"CampaBA",0.79905844100477
"Candtwit",0.0959027621411744
"CarFerLar",0.103285734671236
"CardeWikmer",0.283782475135694
"CardenasM75",0.148120708329673
"Carigox",0.945985487583747
"Carlos38234591",0.866990193110338
"CarlosChayle",0.0607801135208407
"CarlosFdezConde",0.0889951559667924
"CarlosM18446610",0.495057564008046
"Carlosgt832",0.236336911395384
"CarolinaFianaca",0.0299138233514213
"CarolinaOrloff",0.052029365506959
"Carolinabramm",0.194667737284505
"Carolinafbi",0.158817464242006
"CarracedoHugo",0.283782475135694
"Caruchoco",0.0481136657077545
"Catebelenp",0.0276140429422608
"CeciDezi",0.0708925733007609
"CeciliaPujalte",0.0444788321741982
"CeciliaTavano",0.0889951559667924
"Ceciliabertani",0.0656555619800429
"Ceciliain",0.0444788321741982
"Celemedinaaa",0.0656555619800429
"CeliDans",0.267344003063405
"CelliniGuido",0.0562449121005188
"Ceroice",0.0379801364663761
"CesarLuna_",0.0562449121005188
"ChacoPro",0.355186217086113
"Chaly2222",0.25152334764543
"Chaska31Pereyra",0.474488541290675
"ChatVenezuelaVE",0.97264006425884
"Chequeado",0.0444788321741982
"ChiaraZn",0.158817464242006
"Chirino61",0.207905573288023
"Chori_F",0.0765131067279284
"ChorraCristina",0.221795687690215
"Chrstian_Flair",0.300816711527256
"CieriLuana",0.103285734671236
"CincoTom",0.433677433532932
"CinthiaBrusati",0.052029365506959
"CirseCa",0.914416185960266
"ClauArias4",0.771304478988934
"Claubonara",0.0708925733007609
"Claudiaruiz1979",0.194667737284505
"ClaudioLutzky",0.724840216041015
"Clota7",0.138026189602166
"CoD_UMG",0.495057564008046
"CoFranzan",0.148120708329673
"CocoFerPal",0.052029365506959
"CococoMagic",0.158817464242006
"ColliEvangelina",0.158817464242006
"ColorinColorida",0.0444788321741982
"CompromisoArgen",0.724840216041015
"CoordRomaAcqua",0.25152334764543
"CordeliaPO1917",0.0825396626774012
"CoresEzequiel",0.0562449121005188
"CrCirsero",0.283782475135694
"CranstonJillian",0.0656555619800429
"CriadPablo",0.0562449121005188
"CrisGorchs",0.0444788321741982
"Cris_funes",0.25152334764543
"CrissMovil",0.0765131067279284
"Crissavid",0.0708925733007609
"CristaldoGustii",0.300816711527256
"Cristian_Salmon",0.128515833759837
"CristinaLaura15",0.0765131067279284
"CroIconoclasta",0.0889951559667924
"CsrlosK",0.119569866519679
"CuartInt",0.474488541290675
"CumpleIndulac",0.158817464242006
"DDCtes",0.495057564008046
"DDeheza",0.785507601006845
"Daivalencia1",0.0708925733007609
"Dalih",0.65455964610715
"DalmiroM",0.0235187716053296
"DalmiroRomidal",0.0481136657077545
"DamisGeist",0.0411067402195677
"DanIELA_ed26",0.454005729161407
"DanVillalbaA",0.25152334764543
"DanielC00173443",0.495057564008046
"DanielEnriqueOk",0.0562449121005188
"DanielGinez1",0.0708925733007609
"DanielPerrone1",0.318418856131781
"DanielStobbia",0.0411067402195677
"DanielaPotel",0.0379801364663761
"Daniela_Parodi8",0.182079031309288
"DanielaaSol",0.0562449121005188
"Daniellidades",0.0411067402195677
"DanteMarello",0.103285734671236
"DanuRdz",0.0411067402195677
"DarioCauter",0.0708925733007609
"DarioGraffe",0.267344003063405
"DavidFco1104",0.318418856131781
"DavidGraulau",0.0889951559667924
"DavidMarre10",0.0444788321741982
"DavidZencich",0.119569866519679
"David_G_Diaz",0.0481136657077545
"Dayi_tabarez",0.1701324265303
"DeFamilyWay",0.0254864249403189
"DeGreyNorma",0.0959027621411744
"Deaits",0.336555195487199
"DearRoox",0.0481136657077545
"Delfora1",0.103285734671236
"DelisMC",0.708112626761362
"Delychefff",0.0656555619800429
"Denise_Robledo",0.0825396626774012
"Denisraquelle",0.355186217086113
"DesdeBalvanera",0.433677433532932
"Desdemona_jna",0.111167191085188
"Destaillatseste",0.0825396626774012
"DianaFreites",0.103285734671236
"DianaMontanari",0.318418856131781
"Dianac143Diana",0.495057564008046
"DiarioCatamarca",0.857201768965115
"DiarioCubano",0.194667737284505
"DiegoACerone",0.148120708329673
"DiegoPenizzotto",0.0607801135208407
"Diegoaguilera78",0.0765131067279284
"DigraAlonso",0.0889951559667924
"DijulioSusana",0.785507601006845
"Dikson9",0.119569866519679
"DilsiaNunez",0.119569866519679
"DominicChika",0.0825396626774012
"DonCabezadeVaca",0.0444788321741982
"DonVascolet",0.103285734671236
"Don_Perignonn",0.0444788321741982
"Donraval",0.336555195487199
"DsDBona",0.0765131067279284
"DuYumar",0.336555195487199
"Dulcmastr",0.0444788321741982
"DuqueHermis",0.690801916006448
"DuranExposito1",0.267344003063405
"EFRAINJPM",0.0889951559667924
"EGrianta",0.0379801364663761
"ELDA34359420",0.194667737284505
"ELfalsoNESTORK",0.194667737284505
"ENestorKirchner",0.0656555619800429
"ENoralom",0.756452464665557
"ESTEBANVARDE",0.0959027621411744
"EconosocJ",0.0825396626774012
"Edgar293",0.824211883217638
"EdmondDants12",0.892994216525312
"Edu25476",0.0411067402195677
"EduardoABazan",0.0889951559667924
"EduardoDesimoni",0.111167191085188
"EduardoN192",0.708112626761362
"EduardoVenosi",0.0959027621411744
"Eduardo_duran2",0.128515833759837
"Eduardoblackha1",0.182079031309288
"Educar2050",0.0656555619800429
"Edupalacios77",0.138026189602166
"EgeaMe",0.158817464242006
"ElDamianandres",0.0825396626774012
"ElDedoAcusador",0.0411067402195677
"ElGranHidalgo",0.052029365506959
"ElPeronista",0.740959858610242
"ElTangueroVa",0.182079031309288
"ElTigreHoy",0.495057564008046
"EliasCruz91",0.103285734671236
"Elisaespinola01",0.724840216041015
"EliseoRepollo",0.0825396626774012
"ElleroFlavia",0.785507601006845
"Elperrogocho",0.336555195487199
"Elrafacastillo",0.0656555619800429
"ElyG28",0.0765131067279284
"Emabeneitez",0.0825396626774012
"EmarcQuinones",0.596776171128277
"EmiickM",0.138026189602166
"EmiliaCollosa",0.0562449121005188
"EmiliaDV",0.0708925733007609
"EmilianoV17",0.740959858610242
"EmilioGisondo",0.0708925733007609
"EmmaCorna",0.0765131067279284
"Emmanuel_1787",0.25152334764543
"EntreLineasPQV",0.0379801364663761
"Ergul8",0.221795687690215
"ErikaBustoStrle",0.111167191085188
"Erikilla1",0.25152334764543
"Ernsss",0.968917166655973
"Escobar6341",0.724840216041015
"Espepaz",0.0562449121005188
"EstamosQAP",0.128515833759837
"Esteban79985148",0.267344003063405
"EstebanOrtizMD",0.0889951559667924
"EstebanValverde",0.0481136657077545
"EstecheJor",0.0323987547370742
"EstelaMin",0.0825396626774012
"EugeCalvi_",0.0444788321741982
"EugeGordillo",0.138026189602166
"EugeTestoni",0.708112626761362
"EugeniaLudmer",0.336555195487199
"EugenioJantsch",0.0825396626774012
"EveelynBasualdo",0.0656555619800429
"ExeeTorres97",0.0765131067279284
"ExequielDamian",0.0607801135208407
"EzMartinez11",0.0444788321741982
"EzeAscoetti",0.111167191085188
"Ezeq_CABJ",0.052029365506959
"EzequielVedoya",0.0765131067279284
"F10Patri",0.119569866519679
"FMilohanich",0.0959027621411744
"FTVnacional",0.0607801135208407
"FabiCalderari",0.0959027621411744
"FabrisEmiliano",0.0825396626774012
"Faccufernandeez",0.119569866519679
"FacuFreeman",0.052029365506959
"FacuLopezy",0.0323987547370742
"Facu_Cardoso",0.0350826433931558
"Facu_Zarza",0.0481136657077545
"FaellaInes",0.0889951559667924
"FamiOski",0.111167191085188
"Fanshave",0.138026189602166
"FedeOrlandi",0.052029365506959
"FedeeIava",0.052029365506959
"Fedeherraiz",0.0607801135208407
"FedericaGalloso",0.0254864249403189
"FedericoZeledon",0.0765131067279284
"FedraAlzaga",0.336555195487199
"Fekluengo",0.318418856131781
"FeliBurgueno",0.931876753428742
"Felipemedina61",0.1701324265303
"FenixGSelena",0.158817464242006
"FerClausen",0.052029365506959
"FerMistaken",0.148120708329673
"FernanCordob",0.393746460000491
"FernandoAle5",0.267344003063405
"FernandoPRENSA",0.0323987547370742
"FernandooNF",0.0562449121005188
"FiantGabi",0.0379801364663761
"Filc62Franco",0.052029365506959
"FiloSeba",0.194667737284505
"FiorelaAttie",0.0444788321741982
"FlavinLuc",0.0411067402195677
"FlorBCuretti",0.0379801364663761
"FlorBianchis",0.052029365506959
"FlorCoif",0.0825396626774012
"FlorKardash",0.0379801364663761
"FlorPaccelle",0.0889951559667924
"Flora_LaParda",0.708112626761362
"Forricienta85",0.0379801364663761
"Fozzaa__",0.0607801135208407
"FraanVelez",0.0411067402195677
"FranPerea_LVM",0.0562449121005188
"FranVistalli",0.0350826433931558
"FrancAlberdi",0.182079031309288
"FrancoDesinder",0.0350826433931558
"FrancoMunicoy",0.0411067402195677
"FredmorValera",0.393746460000491
"Friendz0ne_",0.876204547959389
"Fsotelo06Sotelo",0.25152334764543
"Fuckin_Perfect",0.052029365506959
"Fuega_",0.0276140429422608
"GABYYENI",0.0765131067279284
"GASV1984",0.138026189602166
"GAllende21",0.119569866519679
"GHernan822912",0.267344003063405
"GLetrinas",0.0562449121005188
"GPATTYVT",0.221795687690215
"GPPSBZulia",0.756452464665557
"GRAPEL3SS",0.0350826433931558
"G_Schulmeister",0.1701324265303
"Ga_Piedrabuena",0.0562449121005188
"GabYoha",0.300816711527256
"GabrielaJarrier",0.556587037349653
"Gabrielucho03",0.300816711527256
"GabyGafelopez",0.300816711527256
"Gaby_Cabre",0.300816711527256
"Gabyd67",0.0656555619800429
"Gabyeinspira",0.318418856131781
"GaezCecilia",0.0444788321741982
"GarMonical",0.756452464665557
"GastonOrrego01",0.0350826433931558
"Gastoneramos",0.0444788321741982
"Gastonsalvagno8",0.0379801364663761
"Gastontin",0.0656555619800429
"Gavita_74",0.0411067402195677
"Georgi_LaGringa",0.556587037349653
"Georgina1010",0.0607801135208407
"Georgisuar",0.0825396626774012
"GerCortez",0.182079031309288
"GerSL79",0.474488541290675
"GeraMansilla",0.0350826433931558
"GermanOLIMPO",0.0481136657077545
"Ginalane129",0.300816711527256
"GirlFlowerlotus",0.0656555619800429
"Gitano100x100",0.182079031309288
"GiulianaVidal",0.0444788321741982
"GladisZoane",0.138026189602166
"GladysMoix",0.1701324265303
"Glamour360",0.267344003063405
"Gnzelaya",0.148120708329673
"GoaGoaZwerg",0.0708925733007609
"GogoGogosuper27",0.158817464242006
"Gonzalo49573629",0.79905844100477
"GonzaloCika",0.0235187716053296
"GoryRivero",0.0254864249403189
"Goyenismo",0.0411067402195677
"GraceeCastilloE",0.0708925733007609
"GroupsgM",0.119569866519679
"GuadaPittaro",0.0656555619800429
"GuadaSimona",0.0656555619800429
"Gueida",0.0889951559667924
"Guillemaldonad2",0.616428062638762
"GuillermoParra",0.119569866519679
"GuitoEspinosa",0.0656555619800429
"GusiCarmona",0.128515833759837
"GustavoLazdin",0.0607801135208407
"GustavoTavo44",0.182079031309288
"Gusticiero2",0.0350826433931558
"HCDN2",0.914416185960266
"HECTRAFA",0.0481136657077545
"HICHELO87",0.53617614776787
"HIRSONB",0.194667737284505
"HUGOMARVIGGIANO",0.53617614776787
"Hakk_FA",0.0444788321741982
"HamiltonHidalgo",0.0607801135208407
"HanniaD",0.052029365506959
"Har10",0.0379801364663761
"HeiOsuna",0.148120708329673
"HeiselDaniel",0.158817464242006
"HeleBorquez",0.355186217086113
"HelgueroRoberto",0.148120708329673
"HerGarciarena",0.0607801135208407
"HernanLattancio",0.0444788321741982
"HernanMAlonso",0.0656555619800429
"HernanN_N",0.0562449121005188
"Hilda_Matilde",0.25152334764543
"Hope_Hopecita",0.0607801135208407
"HorcajoEloy",0.0765131067279284
"Hugo36628504",0.052029365506959
"HugoFer_Perez",0.0562449121005188
"HugoSantaromita",0.0708925733007609
"Hugoescobar_PAS",0.103285734671236
"HushCon",0.148120708329673
"ISinSeeker",0.300816711527256
"IgnacioLoBello",0.194667737284505
"IlduceArgentina",0.0323987547370742
"ImicamCc",0.495057564008046
"Ineees71",0.0562449121005188
"InesCastresana",0.576808656254886
"InesVera15",0.300816711527256
"InfamousHuka",0.968917166655973
"InfoMteCaseros",0.111167191085188
"InsfranRamon",0.907746547378614
"InsurrectaR",0.0825396626774012
"Intiano14",0.207905573288023
"IribarneErnesto",0.724840216041015
"IrinaGoye",0.0299138233514213
"IrvingMarquez9",0.0656555619800429
"Isofroniza",0.515643330531229
"IssaCgv",0.0444788321741982
"IvannaAllendez",0.0708925733007609
"Ive9S",0.0562449121005188
"IvoRoaa",0.0254864249403189
"IzakSwanson",0.616428062638762
"JANEBRASKA",0.556587037349653
"JAV681",0.53617614776787
"JFERRERS",0.300816711527256
"JGesner1",0.0959027621411744
"JJAM1981",0.515643330531229
"JLovenZulia",0.0959027621411744
"JMorquez",0.336555195487199
"JORFEROLI",0.0825396626774012
"JOSEVICENTEHARO",0.0656555619800429
"JPROVarela",0.25152334764543
"JProCtes",0.0765131067279284
"JProMnes",0.0481136657077545
"JTejeramx",0.0825396626774012
"JULISCHIMPF",0.0562449121005188
"J_D_7",0.0379801364663761
"J_U_A_N_J_O_",0.0765131067279284
"JanecitaGomez",0.148120708329673
"JanethMassi",0.128515833759837
"JaremtchukM",0.0607801135208407
"JavierG75611733",0.148120708329673
"JavierLugo",0.103285734671236
"Javotelopez",0.0656555619800429
"JazBeccar",0.0411067402195677
"Jeanantoine12",0.0825396626774012
"JereCco1",0.0889951559667924
"JesicaOcampo6",0.413569897933165
"Jesu714",0.0825396626774012
"Jesumusica",0.0444788321741982
"Jhngaleano",0.0825396626774012
"JimboSmith420",0.65455964610715
"Jimecanch",0.433677433532932
"Jimohamad",0.971304162246805
"JoeCore8",0.0411067402195677
"JoelCabMolina",0.0481136657077545
"JohaAlvz",0.0889951559667924
"JonatanCarne",0.119569866519679
"JonathanIdrogo",0.221795687690215
"JorgeLF2011",0.103285734671236
"Jose_fariass",0.941619004986171
"Josee_Spears",0.158817464242006
"JosefinaAriela",0.0656555619800429
"Josefinagomez_",0.207905573288023
"Joseperez495",0.318418856131781
"Josh_Macri",0.0444788321741982
"Jotaeme1000",0.221795687690215
"JotagonzArias",0.0656555619800429
"JoudhidayaMima",0.672938751801702
"JuanManuelhp1",0.119569866519679
"JuanMarinoTPR",0.0562449121005188
"JuanPabloCtes",0.374266788182162
"JuanTurello",0.0765131067279284
"Juan_Sebastian",0.0411067402195677
"JuancitoArnaudo",0.0379801364663761
"JuancitoMoreira",0.119569866519679
"Juancmarino",0.0708925733007609
"Juanrec",0.194667737284505
"JudithTiauiti",0.119569866519679
"JuliRiverPlate",0.0379801364663761
"JuliTentor",0.0276140429422608
"Juli_Loffre",0.0481136657077545
"JulianNirvana",0.0350826433931558
"JulianaCbaArg",0.103285734671236
"JulianitaSj",0.0765131067279284
"JuliannOrozco",0.0444788321741982
"JuliiMelli",0.0379801364663761
"JulitaBarcelo",0.0562449121005188
"JulyQuiroga_",0.300816711527256
"JuventudPRORcia",0.495057564008046
"Jxenize",0.0889951559667924
"KIDPRO2002",0.0889951559667924
"Kacquak",0.0607801135208407
"Kanejackson08",0.267344003063405
"KarenCM27",0.128515833759837
"KarenPauula",0.0825396626774012
"KarinaMora69",0.0562449121005188
"KarinaPastor9",0.65455964610715
"Karyt_o",0.0889951559667924
"KataCaradda",0.0379801364663761
"Kathycrichigno",0.0889951559667924
"KattyMo48341161",0.635706839522915
"KesheArgentina",0.454005729161407
"KetteAna",0.0708925733007609
"KevinBurruchaga",0.0889951559667924
"KiariGamza",0.119569866519679
